Reaction,Metal,Support,Temperature,Pressure,Activity,Selectivity
biomass-to-hmf,Sn,CeO2,556.8955394714145,43.292857647159806,0.5536815874929886,0.5023558225224356
syngas-to-ethanol,Ni,TiO2,762.0311663907427,67.46290994982651,0.30664848370734377,0.2716424429603851
biomass-to-hmf,Fe,MgO,415.36846493923247,30.68896094910471,0.6597523314462421,0.5835929862070534
methanol-synthesis,Rh,C,306.6293228571982,23.309110289610214,0.5720539076364206,0.5909145013896466
methanol-synthesis,Ag,HZSM-5,515.5508672314909,96.81083266611604,0.578276201461717,0.5749886884080676
biomass-to-hmf,Rh,CeO2,402.4723817248496,26.244568915146115,0.5722400236653401,0.6662978771373697
co2-reduction,Au,SAPO-34,749.4469679322946,84.86620520604157,0.2275993049791878,0.11765900714818368
ethanol-to-jet,Rh,SiO2,183.49880892410897,38.33962952117264,0.5220007225026666,0.496898011285036
biomass-to-hmf,Pt,HZSM-5,717.8532980182008,19.628166099342778,0.24893835914346432,0.284356181508432
biomass-to-hmf,Sn,BEA,291.0607390970456,21.68001976667278,0.5121900356885599,0.4839861041517235
co2-reduction,Pd,HZSM-5,287.6750518318552,19.812346065384723,0.43598478006645525,0.4796076464804625
ethanol-to-jet,Sn,C,744.3868429041323,69.86700228479319,0.33251005889793306,0.3275512657089639
methanol-synthesis,Ru,SiO2,508.8515401560794,77.77587432431325,0.5923318498023833,0.5388276114860757
syngas-to-ethanol,Ag,BEA,571.6688709968232,31.5338061444059,0.42372374145376307,0.38912833795970087
co2-reduction,Rh,C,452.9026434875678,80.47884556018208,0.597720699182225,0.6098876716483597
syngas-to-ethanol,Fe,SiO2,390.95819893031796,41.979086887283835,0.5879381971071835,0.6055409669328984
biomass-to-hmf,In,CeO2,160.54293565081932,55.77784479067524,0.4374230287904778,0.5096112589941407
biomass-to-hmf,Pt,MgO,341.87498688002984,20.422986489956546,0.5958924410803715,0.6517572326597779
methanol-synthesis,Ru,SiO2,474.54596354005963,65.80618864598117,0.6171362673188852,0.6399739282765744
co2-reduction,Pd,C,778.2303737127233,64.52775098547201,0.3284883640116102,0.3508737920124759
syngas-to-ethanol,Ag,CeO2,626.3019540662622,35.86544066486734,0.5321361379933772,0.5985937644999988
methanol-synthesis,Sn,BEA,467.40560881518604,91.77303957974232,0.6098260584850734,0.6452762463644991
biomass-to-hmf,Au,HZSM-5,490.56387001265165,84.06778086590052,0.5955132152856386,0.6675190760581122
ethanol-to-jet,Au,HZSM-5,646.8202483218124,41.82683001914368,0.4661803848970365,0.5562274065425773
methanol-synthesis,Cu,CeO2,155.94195009893014,51.06755904961344,0.4979921024677828,0.4264533473618804
co2-reduction,Ni,C,578.5348222934108,2.5574449200527534,0.5064052207455395,0.4723526378717955
biomass-to-hmf,Rh,MgO,157.7031292831301,53.41234703732341,0.5420321774494362,0.5094009784843166
co2-reduction,Rh,Al2O3,161.1426884415777,81.50256487047707,0.477690828339261,0.38321379179198445
syngas-to-ethanol,Co,SAPO-34,746.7317488983573,52.914154721355814,0.2773846840375461,0.15619071770609827
methanol-synthesis,In,BEA,314.07182760454225,36.08966898519656,0.5208048588257138,0.5588255916329287
syngas-to-ethanol,Cu,TiO2,773.5435661965446,46.440776809567325,0.3392900079325416,0.3605628860217898
methanol-synthesis,Sn,SiO2,344.98351622095,82.97814579262467,0.5516511928435394,0.5492656250364404
ethanol-to-jet,Au,HZSM-5,210.77532852762113,38.547138201741774,0.4998198730454716,0.44190163858584447
biomass-to-hmf,Ag,HZSM-5,563.8862491111652,70.5816698518915,0.5751699150883576,0.6190380296171412
ethanol-to-jet,Ag,MgO,569.1897072631464,33.795791082231744,0.4889517913085168,0.4902960832582433
ethanol-to-jet,Rh,HZSM-5,299.34822311566086,90.2260229434339,0.5104191403973777,0.40833239697616314
biomass-to-hmf,Ag,Al2O3,180.26528098213313,8.360457932639456,0.48764113087397015,0.4535419184740802
co2-reduction,Rh,HZSM-5,266.58042709304493,85.19233241032052,0.4499189995052542,0.43586398486095645
ethanol-to-jet,In,CeO2,638.9654054004623,71.55842859498661,0.5898843263424761,0.6219264694058266
syngas-to-ethanol,Cu,Al2O3,255.59266296455883,24.80674723612439,0.47144105051086016,0.5000701895786681
syngas-to-ethanol,Au,BEA,365.6243957541885,75.80531718756833,0.6699677718293001,0.7161994559749385
methanol-synthesis,Sn,SAPO-34,475.5153535645213,97.45800941616363,0.6029815184960087,0.57063467961073
ethanol-to-jet,Cu,MgO,300.8936028565356,8.525806410004805,0.6349111656806795,0.654585434951767
biomass-to-hmf,Pt,MgO,779.7983426810107,33.31128805080756,0.3447596610013866,0.3765182510854851
co2-reduction,Ag,C,298.28995340524074,55.75073477009789,0.9024776357659667,0.8757158751879384
syngas-to-ethanol,Ru,CeO2,591.8016577573032,66.40651884397268,0.5658697032817163,0.5757496835163363
ethanol-to-jet,Pt,Al2O3,668.7358629717853,71.59774473516019,0.6037630436312633,0.569303652726785
ethanol-to-jet,Pd,CeO2,396.9999955042463,78.60513790515205,0.6867981901582625,0.6966937293313948
methanol-synthesis,Sn,MgO,355.8408486429985,11.548540853414853,0.5674290998192776,0.5432348081165616
ethanol-to-jet,Pd,C,383.94637327548276,27.70687788069926,0.583982634590284,0.6051909319103798
methanol-synthesis,Cu,CeO2,430.13668538442545,56.14151818990156,0.626141774401775,0.597456774204846
biomass-to-hmf,Ru,SAPO-34,167.07023760864317,36.03751444718063,0.49878227038695083,0.605895788317544
ethanol-to-jet,Pt,TiO2,711.4168152243245,2.2217208735114893,0.38637715850503557,0.4081933419887372
syngas-to-ethanol,Ru,SAPO-34,621.1484986226144,56.394118030485124,0.50190017390841,0.5079017402443231
methanol-synthesis,Pt,BEA,260.22890020501154,38.69247032538557,0.5306758986365209,0.47953627037660057
methanol-synthesis,Pd,Al2O3,324.46441814698693,15.447547244008236,0.5871311731288327,0.5037019694349532
methanol-synthesis,Ru,Al2O3,423.71652085214083,48.93890007945892,0.6199611561302639,0.652320953115401
ethanol-to-jet,Fe,Al2O3,763.7444921604063,72.36904579310368,0.2758406768850313,0.3545400150495329
syngas-to-ethanol,Pt,SiO2,447.61006138870147,14.413463042386931,0.538711716849883,0.46549297283939195
ethanol-to-jet,Ru,TiO2,697.0487013692031,38.60910565855777,0.5112225909279986,0.5635775060586063
co2-reduction,Ag,TiO2,429.90054361566195,82.52998877384765,0.99,0.967055786856553
biomass-to-hmf,Co,Al2O3,358.43235099380695,94.7806132795955,0.6539340416715648,0.6520086181965294
methanol-synthesis,Ag,TiO2,265.4642263574414,40.4257186718568,0.491368635002959,0.5355516318772926
co2-reduction,Pd,C,779.0460055643434,78.41546259075407,0.33261614392067096,0.25379653607145847
co2-reduction,Ru,Al2O3,680.7214350313935,39.90057784420653,0.5738270174862948,0.6428315851936675
ethanol-to-jet,Pt,SiO2,534.9475722627506,55.01727945963139,0.4687218649245235,0.48851204159639394
biomass-to-hmf,Ni,C,762.9336950215592,21.75519123976707,0.32470150931413694,0.33773519760533227
co2-reduction,Sn,SAPO-34,682.3276192028981,79.77002676359949,0.47248474230772897,0.4389035739108264
syngas-to-ethanol,Au,C,240.46642975262125,30.980431608558405,0.49872229645042776,0.557358747413396
co2-reduction,Au,CeO2,614.9036543446271,79.11859955878623,0.5271800077297216,0.5086492911254163
ethanol-to-jet,Ag,C,528.4586124906191,53.9023727190096,0.5385849355324173,0.3961578045009135
syngas-to-ethanol,Rh,HZSM-5,663.9685960820185,36.59341980860973,0.5574382850186052,0.47045259607970014
biomass-to-hmf,Pt,SAPO-34,221.09012640878652,25.57486591564538,0.48187795292984337,0.42589445819853616
co2-reduction,Co,HZSM-5,516.0931899349789,64.8580891867706,0.4352659262139547,0.4933072655828807
syngas-to-ethanol,Fe,MgO,218.86395854395667,10.762049299591023,0.4766149399344054,0.49394013402094117
methanol-synthesis,Rh,BEA,512.6957206229633,69.07877647093166,0.4976539710560408,0.5215060124171969
methanol-synthesis,Ag,TiO2,404.2372096403768,77.46188101378077,0.6038410945530127,0.5396914833435842
biomass-to-hmf,Sn,BEA,247.9842061119437,99.77256981605069,0.549813340972357,0.5251255118142913
syngas-to-ethanol,Cu,Al2O3,420.3840285417132,96.21105870231706,0.5221709050670125,0.5007651470187169
ethanol-to-jet,Sn,CeO2,376.4136240089589,34.963601403518986,0.6750379895317156,0.7175490766373902
methanol-synthesis,Rh,C,376.39519281317024,10.664680081445182,0.582567393279607,0.5651045080636856
syngas-to-ethanol,Fe,SAPO-34,345.1716540682612,81.20840775495111,0.5839182474391309,0.6877556466171729
ethanol-to-jet,Ni,TiO2,571.1804462305139,68.03679395619751,0.5190967726115777,0.5405988549711312
methanol-synthesis,Sn,SiO2,485.3960362329677,55.63911869267698,0.6515141727015921,0.6634536306529177
co2-reduction,Rh,MgO,773.0007041270673,23.953699193729623,0.28704789270896486,0.27723040025471596
syngas-to-ethanol,Au,CeO2,271.1515014343803,66.07348320470237,0.4964199370292968,0.49455882520380473
syngas-to-ethanol,Ni,SiO2,442.2237573931519,43.525731269231,0.636381477181849,0.6389787714722139
ethanol-to-jet,Sn,SiO2,283.7599115887592,75.48022404068867,0.5366320038607789,0.5325961748553498
ethanol-to-jet,Pt,SAPO-34,669.6765319763613,54.152012046493766,0.5039317595158045,0.4040217252891991
co2-reduction,Fe,SiO2,447.40777443402055,26.97298614978373,0.6458163837351241,0.6631408075300237
syngas-to-ethanol,Rh,TiO2,538.0310390339457,61.519533692761186,0.5499005054929826,0.40508773658329816
biomass-to-hmf,Cu,TiO2,378.7902008711291,46.32819803147692,0.7044187352390363,0.6974392538312776
methanol-synthesis,Au,Al2O3,747.1436768726627,59.426668132770395,0.3554091408368758,0.30341384448059927
methanol-synthesis,Fe,SAPO-34,305.0722721852139,12.577941493104445,0.6306386952531284,0.5779679170944456
co2-reduction,Sn,CeO2,482.0361651666546,42.4056715149146,0.5688115519652097,0.664513119658549
methanol-synthesis,Pt,MgO,424.975208347588,49.18035135354595,0.5904658799618326,0.6013375236208188
biomass-to-hmf,Sn,CeO2,510.69317429112334,49.47456059302868,0.5435033865344377,0.568287480933068
methanol-synthesis,Co,TiO2,697.2903891887562,62.321587900128314,0.5075209452571788,0.5257689953804902
co2-reduction,Ni,C,238.74756453062233,81.70637812473232,0.6201707792619138,0.6172898394102345
biomass-to-hmf,Rh,C,415.9373264391186,49.680862122382315,0.6100549523357484,0.662587672136129
syngas-to-ethanol,Ag,CeO2,203.73590676120347,4.055209858657475,0.5552762966478992,0.6146278119259182
methanol-synthesis,Pd,HZSM-5,328.6543968777971,54.22325320227712,0.6319365111014592,0.574786265464935
methanol-synthesis,Ag,C,507.3220199497334,12.207888533910292,0.5816715766150549,0.5243543069641204
ethanol-to-jet,Pd,BEA,685.1338251984183,37.319315438436675,0.5151317732619517,0.4774179807609838
ethanol-to-jet,Sn,C,505.129628569277,98.98779705979163,0.4967930826703504,0.5132312031855244
ethanol-to-jet,Sn,SiO2,343.51080781688086,99.93195425861187,0.6160678607725136,0.6371638984842779
syngas-to-ethanol,Pd,TiO2,710.4297565733908,9.61131759336531,0.38068556345293236,0.4033622785286314
ethanol-to-jet,In,SiO2,676.9567659456167,59.20446580070425,0.48779216823546756,0.5359965266498854
co2-reduction,Sn,MgO,257.88805149866846,14.784261626750833,0.559473524446232,0.49809313368938235
methanol-synthesis,In,HZSM-5,520.5483241232489,53.695798939670745,0.5298700034924929,0.5649286406080378
biomass-to-hmf,Rh,CeO2,360.3748503055431,70.70132241376366,0.5851218248320004,0.6539071654975813
co2-reduction,Pt,Al2O3,769.0582745351712,51.92708384665356,0.29249722064837363,0.29877604332195073
ethanol-to-jet,Co,MgO,747.1996626893865,99.25613633882276,0.29134640878580653,0.2921253611648799
methanol-synthesis,Sn,CeO2,312.29020725979086,71.42809003507773,0.5451862456552399,0.47318370152552514
methanol-synthesis,Au,MgO,468.14817184516454,58.16512740111199,0.6797252531612485,0.6373771857453322
co2-reduction,Au,MgO,393.86201310004753,8.476111059853046,0.5504303825271846,0.44276087684699883
ethanol-to-jet,Ru,BEA,637.3715488675734,69.77565795702691,0.46805191261552487,0.40189742294514996
co2-reduction,Ag,C,362.7380321046047,1.2448354290564896,0.99,0.99
ethanol-to-jet,Sn,C,562.6463545985034,70.03160880106725,0.4655924827411138,0.5782142730083293
ethanol-to-jet,Rh,MgO,291.58945775988377,43.534666967838376,0.5490882743495797,0.5328467051741487
methanol-synthesis,Ag,Al2O3,359.86234723346945,29.07571452437162,0.47502971425632134,0.5895768428858584
biomass-to-hmf,Pt,CeO2,517.9923720961413,49.048452496842,0.4305213766618202,0.3482514393139756
co2-reduction,Au,HZSM-5,179.86290167811197,62.991772693433504,0.551128521600482,0.6731161419174456
syngas-to-ethanol,Ni,SAPO-34,754.1313689758892,16.64036798244199,0.3692136409255259,0.39740909692814386
syngas-to-ethanol,Ni,MgO,281.50683415830986,69.17059630923953,0.5297377170832643,0.5724084950222798
methanol-synthesis,Au,Al2O3,253.3353508887826,93.3398307098665,0.5379464294893382,0.552006000687807
co2-reduction,Cu,TiO2,312.75303105692075,37.812532997029805,0.9552100551975937,0.9520803988026176
methanol-synthesis,Ni,MgO,556.6427782072202,72.87284798357408,0.4623017705566662,0.4482680167133275
methanol-synthesis,Ru,SAPO-34,607.4037258466287,1.1075440654806452,0.4153521592902307,0.4104351779504932
syngas-to-ethanol,Cu,CeO2,535.8916729466919,52.424981209026946,0.4505704446424541,0.39539097878166557
syngas-to-ethanol,Ni,HZSM-5,602.1381197372316,81.89379366441655,0.508994707557674,0.578594821874904
syngas-to-ethanol,Sn,CeO2,460.5051569345474,23.665739878445283,0.6459158303001157,0.5673908001189568
ethanol-to-jet,Sn,SAPO-34,217.08099658547678,37.3886072726392,0.45051859317148313,0.49755715257089395
co2-reduction,Co,MgO,652.7493143729057,75.56262229811573,0.45087563032308453,0.4396439728232333
methanol-synthesis,Au,CeO2,194.46754488967636,56.76583023249357,0.5275026049512276,0.4790853822080458
biomass-to-hmf,Au,CeO2,436.06462350690373,72.52077061006791,0.605268775307298,0.5385675005613877
methanol-synthesis,Ru,C,708.9756409913974,9.582115313132864,0.2699316178024393,0.28592071450956613
ethanol-to-jet,Co,SAPO-34,533.2230465449836,39.01915902496895,0.42035031332341655,0.4423740502214365
syngas-to-ethanol,Fe,CeO2,311.0611437263263,64.81743625060187,0.5990181100536659,0.6266426077745233
methanol-synthesis,Rh,Al2O3,656.330274133619,69.35713142645072,0.5111957067032331,0.5794027282019253
co2-reduction,In,BEA,544.5024652867739,19.676005803320706,0.8562612251323953,0.8347909480761326
syngas-to-ethanol,Pd,HZSM-5,659.4710397246715,79.5840251409447,0.5061148751516142,0.5332797766034336
methanol-synthesis,Ag,MgO,223.28338069247553,50.458671585993095,0.5024430035162852,0.5044725880764793
biomass-to-hmf,Cu,BEA,727.67094325649,2.19463422671981,0.2649004156096622,0.2317553697321148
co2-reduction,Fe,CeO2,401.4448617363654,84.05835698745891,0.5298697364100153,0.6173485735693623
syngas-to-ethanol,Fe,BEA,593.9123318515769,76.50986785166299,0.43780683823043576,0.40316157834064037
ethanol-to-jet,Ni,SAPO-34,158.96572672143898,22.35855091320618,0.4640796367215401,0.5088258555687621
ethanol-to-jet,Ru,BEA,336.2170700622421,71.5502785340238,0.5852525160853986,0.6476396197190853
syngas-to-ethanol,Ru,MgO,203.5780777510198,54.119916790931526,0.46632546878780656,0.4802751768989967
biomass-to-hmf,Co,Al2O3,204.33809795558062,8.823134635531638,0.45823264733701213,0.5654901037256815
methanol-synthesis,Co,BEA,362.3876925854048,59.057279138230754,0.5406200790485244,0.5561111145598757
ethanol-to-jet,Pd,MgO,624.472945330502,84.80034339893685,0.5316888440466049,0.5523787989191797
ethanol-to-jet,In,SAPO-34,751.0080403269405,12.482671572892457,0.29073561705611456,0.28424458206944325
biomass-to-hmf,Pt,HZSM-5,351.03854151779205,74.42765739669787,0.6021905735989554,0.594840473517531
methanol-synthesis,Cu,HZSM-5,610.1353946267639,70.44846151116273,0.5481939558397455,0.6587201059193131
methanol-synthesis,Ag,TiO2,489.9534857734654,78.51572305283084,0.5721254107496083,0.5036352617706544
co2-reduction,Co,TiO2,232.50489486273113,78.33127401376177,0.49558589758243726,0.6245713644651532
co2-reduction,Sn,SAPO-34,651.429688818256,3.906268866107546,0.45981627160151345,0.5417721118737169
syngas-to-ethanol,Pd,BEA,191.51679293004625,71.52000157184905,0.5838850407038221,0.5562056286184224
biomass-to-hmf,Au,SAPO-34,472.4959198078405,51.56740606317121,0.6284491539592637,0.7098689851156906
ethanol-to-jet,Ag,CeO2,388.99705560692763,26.256492022868734,0.5810436129506256,0.5708645949455075
ethanol-to-jet,Pt,SAPO-34,298.4628750496132,51.37366360615403,0.47091595430256783,0.42017811776792446
ethanol-to-jet,Ni,SiO2,179.887994428329,37.033673136792835,0.46753612274669964,0.4063391094085868
methanol-synthesis,Co,HZSM-5,509.3621125223119,91.48081928259178,0.5017041734129613,0.4632055118600292
syngas-to-ethanol,In,TiO2,311.3710691822081,91.6696217232086,0.6116892955895373,0.533894513279356
co2-reduction,Pd,SAPO-34,521.4983757013478,12.820692037806309,0.5165440116107228,0.5582204596911691
ethanol-to-jet,Co,SiO2,672.8197126481919,98.15997253020801,0.4003132178714272,0.4190160463638058
syngas-to-ethanol,Cu,C,712.920949485149,77.57922047108265,0.3613834496236646,0.3009013986891043
co2-reduction,Fe,SAPO-34,509.50940696064396,1.7889481821880966,0.5836286193418851,0.6045795698101875
methanol-synthesis,Pd,Al2O3,630.7243913767218,25.015815361803337,0.4647494072120796,0.4619609533291943
co2-reduction,Pt,C,798.5616255715387,77.81270963957026,0.3279163456260861,0.3317166151967067
biomass-to-hmf,In,CeO2,154.14562378867265,41.59357484703597,0.5269377996223185,0.48090411996835014
methanol-synthesis,Rh,TiO2,563.3621956834428,69.65261982264119,0.5084680412018039,0.43778231635655485
ethanol-to-jet,Fe,HZSM-5,643.3039495888911,38.25120821633631,0.494438696932565,0.4492433148593255
co2-reduction,Cu,SiO2,494.3794178890081,24.5785918575657,0.9132235028705116,0.9750281616310335
syngas-to-ethanol,Ni,CeO2,612.5741085550668,10.209637197450734,0.5545655060297134,0.5850224120750723
methanol-synthesis,Rh,MgO,605.5504913041417,37.876705433333996,0.44538436176637103,0.42956393928163095
ethanol-to-jet,Pt,SAPO-34,478.5280465095043,64.08435232323652,0.6606548849989592,0.6677407306809544
syngas-to-ethanol,Cu,HZSM-5,432.7388709827404,96.45760919854133,0.7159664769990847,0.7356323689688032
methanol-synthesis,Pd,Al2O3,703.0939087626024,92.67815322638202,0.3096024558245016,0.2941466326143765
syngas-to-ethanol,Sn,TiO2,356.7375175229654,27.923631311412986,0.6066770452391141,0.5990535534200869
ethanol-to-jet,In,CeO2,656.959038604761,58.88609554460876,0.5354054338344295,0.5832405496741587
methanol-synthesis,Cu,CeO2,442.2183860312091,32.08929549339966,0.5607005269746025,0.4941388792967136
ethanol-to-jet,Rh,TiO2,777.0125694626487,21.555986335425,0.20818973134483515,0.23358929769046233
co2-reduction,Ag,Al2O3,704.1134206797466,9.951667916803963,0.5948316696913062,0.487187140043682
co2-reduction,Sn,HZSM-5,289.76351315789736,85.80075385012904,0.5194289302265482,0.6440789060981877
methanol-synthesis,Cu,SiO2,779.4600027146398,40.22820180529734,0.2996964544230053,0.3416209931455874
ethanol-to-jet,Au,Al2O3,319.1084152687955,99.07698542038281,0.6040914679273782,0.5991469852678211
ethanol-to-jet,Ru,C,511.3699450064524,55.461968308205975,0.5459538241493884,0.5314400969399559
ethanol-to-jet,Ag,SAPO-34,672.5328897385026,14.839510888039115,0.5133696157035952,0.5294545060133958
ethanol-to-jet,Ni,SiO2,234.96490440358568,82.54366810364722,0.46659547731784756,0.5161975947946738
co2-reduction,Au,SAPO-34,528.510470919141,26.623244582306057,0.49125201216522957,0.45346475419058735
ethanol-to-jet,Ni,SAPO-34,278.53771885203156,64.95270266309157,0.5268254921785201,0.48190209308896825
methanol-synthesis,Cu,TiO2,229.64297851735802,94.28578544138742,0.5014090578684565,0.5009531080362463
ethanol-to-jet,Co,MgO,684.0955109959845,40.104870133970024,0.5542947782915789,0.5780296899355766
ethanol-to-jet,Ru,MgO,262.324687690013,22.25689449103264,0.4987486520627428,0.5396369670227572
methanol-synthesis,Pd,Al2O3,439.90742992032665,15.714509497808619,0.6695103774508656,0.6974008927684587
biomass-to-hmf,Pt,SiO2,570.7309603081521,50.390269389653405,0.5005176309921691,0.43492581937466107
biomass-to-hmf,Ag,HZSM-5,207.01900818835486,38.918512326377375,0.4467443168462314,0.431483081628498
syngas-to-ethanol,In,BEA,311.9460408388849,99.41464045952736,0.5695243898920358,0.5601758247427635
biomass-to-hmf,Ni,MgO,658.2452484495262,36.552098873918936,0.5028324962448554,0.5293171339626919
biomass-to-hmf,Ag,TiO2,743.2400607889385,50.73693229883043,0.2964750610970454,0.3208001432883555
syngas-to-ethanol,Pd,CeO2,166.9409290497781,60.114518923185756,0.503223720740506,0.40445039242281244
ethanol-to-jet,Pd,HZSM-5,675.6250243223857,47.69675414572504,0.4530332303090623,0.4458288525229815
co2-reduction,Pt,SiO2,783.0869101267764,10.9132993931908,0.2395152628579446,0.2695116993577548
methanol-synthesis,Pd,BEA,680.5853550456776,91.80868877447361,0.5765375416171848,0.6374756342020507
ethanol-to-jet,In,MgO,380.6230124673539,84.08300297828502,0.5893278564534896,0.6638641632959872
methanol-synthesis,Co,SiO2,535.1376809679182,80.81481231057944,0.5074333728601056,0.4905790743042036
co2-reduction,Pt,HZSM-5,607.2443738979438,35.81653269982572,0.469329866822953,0.4542063824985466
biomass-to-hmf,Pt,CeO2,516.020779061612,19.63513282562037,0.4805911590729386,0.489111970191713
syngas-to-ethanol,Rh,Al2O3,264.111898979423,4.758410378809871,0.5080286990524933,0.508181000060164
ethanol-to-jet,In,SiO2,162.9531934275592,48.32090982845176,0.5218469084873175,0.5813792222266346
co2-reduction,Pt,SiO2,674.1895186515019,34.73514538241048,0.5474777067720662,0.47323280834957104
methanol-synthesis,Fe,HZSM-5,164.243382558322,59.07430833402974,0.37230394325490224,0.41901993881686594
methanol-synthesis,Cu,BEA,709.435153284508,96.09531627730003,0.23165606507922892,0.22041779498459474
co2-reduction,Sn,MgO,530.9108310615338,34.31954604293964,0.441494348697032,0.35139532681803104
co2-reduction,Co,CeO2,626.0288165260165,44.249969910028646,0.5270731364102395,0.5650308944253718
syngas-to-ethanol,Au,TiO2,263.2317361210949,96.9055467369836,0.471174479963664,0.34162236535641854
biomass-to-hmf,Fe,SiO2,582.5955851585984,81.63096940785505,0.47268777758737585,0.49227797785750316
syngas-to-ethanol,Pd,Al2O3,232.77643707029807,73.1542646376639,0.4260544215612936,0.4352224175502514
biomass-to-hmf,Ru,HZSM-5,268.35314140880575,32.50347427414941,0.49923450754135024,0.5281990825214047
biomass-to-hmf,In,SAPO-34,758.8470658102652,14.923693446708269,0.3059790184207076,0.25732557137662987
ethanol-to-jet,In,TiO2,788.5467757112319,17.62085425840683,0.3598285750832246,0.3519020964318761
ethanol-to-jet,Sn,TiO2,440.309457163566,27.25603161572474,0.5986347730245034,0.5519713750708436
methanol-synthesis,Sn,SAPO-34,377.8127552332554,78.91498060297538,0.5778358874404245,0.5335957517390795
ethanol-to-jet,Ni,MgO,434.84309186175403,42.545669689335526,0.5913526970038289,0.6769381210109461
methanol-synthesis,Ru,C,723.1509279173848,35.77188576054851,0.23140494285343216,0.15072687295959508
syngas-to-ethanol,Cu,C,662.6744964095426,58.22749360238005,0.5735585163746805,0.5630923325170871
methanol-synthesis,Co,C,197.91110321489322,84.73048591843147,0.46654636306700414,0.5185415974368079
co2-reduction,Ni,TiO2,319.7330114884703,11.367779801382413,0.5697192230131568,0.6610197086905036
co2-reduction,Co,MgO,254.5879216923587,8.42523968337162,0.5338962935669634,0.5095007231596783
ethanol-to-jet,Fe,C,607.9280202846644,43.70101008044021,0.6078654106632752,0.5775796645131083
methanol-synthesis,Pt,MgO,252.11745526500965,11.024523286360228,0.5371047686004653,0.5520693976207899
methanol-synthesis,In,MgO,603.1778574747821,72.48177235299188,0.56508706446994,0.6431626243062826
biomass-to-hmf,Pd,Al2O3,343.310420993018,10.495676218821917,0.6016002074532883,0.5639293139359791
syngas-to-ethanol,Pt,BEA,695.9054281496732,16.205403517156686,0.5229986071469558,0.48911283865935046
co2-reduction,Ni,MgO,206.9584335495318,82.56583340123298,0.6006693623763312,0.607496128930468
biomass-to-hmf,Ag,SiO2,213.04148336297422,21.4883453094392,0.48173392243439456,0.49096793772763997
co2-reduction,Cu,C,698.4498983255088,31.526986611655207,0.7826436855235152,0.7340629835979826
syngas-to-ethanol,Ag,C,731.6703642135564,27.235435314644505,0.36002069539722126,0.32717598144865145
biomass-to-hmf,Ru,CeO2,391.16334114648583,38.76307352312479,0.547654450865903,0.5744870884922674
methanol-synthesis,Ag,HZSM-5,321.1423783438747,47.0407376593104,0.6592852077331498,0.6952328732664032
methanol-synthesis,Pd,HZSM-5,248.23493837530043,69.95062415360941,0.5498023842902908,0.5119626298618178
ethanol-to-jet,Cu,TiO2,675.3171023126084,41.98467863425498,0.4289094666629078,0.5039761492606821
biomass-to-hmf,In,BEA,189.63943493752294,39.32350359128502,0.4838660080578932,0.4713243572351408
biomass-to-hmf,Ru,BEA,596.5941560527765,93.69978212570857,0.5664097070924529,0.5942212075624859
biomass-to-hmf,In,C,344.2538708546815,40.08563215564894,0.6227943886040803,0.7310445058491345
ethanol-to-jet,Rh,BEA,670.2927188684457,68.075953672027,0.46782408848099283,0.5142160948850547
biomass-to-hmf,Co,SAPO-34,767.0156306935302,45.454933882616594,0.3028506562448542,0.316280270188017
methanol-synthesis,In,SiO2,232.02089911505084,42.91411503224435,0.5764234213206266,0.6018152091351078
syngas-to-ethanol,In,CeO2,692.1702771394027,26.530749638789878,0.5269148039524817,0.5805401708179718
ethanol-to-jet,Cu,MgO,511.6367325803693,55.653364965964506,0.4817523635228557,0.4397918801559054
co2-reduction,Rh,C,746.1552420091112,2.224015935275793,0.2477595402989483,0.14944171083014823
biomass-to-hmf,Pt,BEA,658.09567960155,12.139365419967447,0.6028103564970161,0.5476499382109319
methanol-synthesis,Co,SAPO-34,751.2033083935278,56.70569218825493,0.2889373188207114,0.27509665382626536
ethanol-to-jet,Pd,BEA,722.088260006271,87.91146270690942,0.315370334890455,0.35615719551741987
co2-reduction,Ru,C,521.8151058690652,47.83161498389468,0.5430236744179873,0.5138698024895404
methanol-synthesis,Pd,MgO,243.50423590733794,61.256871144477074,0.49164391431067944,0.5057729118350944
syngas-to-ethanol,Ni,MgO,728.2232390442674,33.8179134976928,0.28756544369082265,0.3679327224918223
methanol-synthesis,Ni,C,748.5427388890074,89.80610485279284,0.32454874758191254,0.36129263688440344
ethanol-to-jet,Fe,Al2O3,352.1170436011651,84.44181029252933,0.6331440634333706,0.6918177563076369
ethanol-to-jet,In,CeO2,345.312290886362,74.62864052405915,0.6090510779351853,0.5442094805373929
co2-reduction,Pd,MgO,543.236436095913,9.839398179990294,0.519984397587632,0.4874165528980406
syngas-to-ethanol,In,MgO,631.6141192980051,76.18983622739941,0.47356916591251214,0.5028873668502668
co2-reduction,Ni,BEA,664.4687548528022,7.49607979358126,0.5619141535716818,0.5629777324084849
biomass-to-hmf,Ru,CeO2,657.3356792579739,52.90433549176102,0.5154416506299482,0.6005523978617101
biomass-to-hmf,Ni,CeO2,275.29624044051286,83.46006337457858,0.5120376589744284,0.6421218146834482
ethanol-to-jet,In,HZSM-5,446.6916336332524,91.8850758647705,0.6282754822815771,0.5402373443237862
methanol-synthesis,Pd,TiO2,685.2790895979255,51.00751111877922,0.5376670810552266,0.5567250002993656
ethanol-to-jet,Au,HZSM-5,307.25976148324753,49.389887167590224,0.6644876377041372,0.6981467052676351
